brand,review_url,tracked_go_url,countries,categories,official_urls,monetization_path,priority_score,status,next_action
Schwan's / Yelloh,/reviews/schwan-s-yelloh/,/go/schwan-s-yelloh/,US,frozen meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
SmoothieBox,/reviews/smoothiebox/,/go/smoothiebox/,US,smoothie delivery,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Soulara Active,/reviews/soulara-active/,/go/soulara-active/,Australia,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Square Baby,/reviews/square-baby/,/go/square-baby/,US,baby meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Stouffer's Delivery / Marketplace,/reviews/stouffer-s-delivery-marketplace/,/go/stouffer-s-delivery-marketplace/,US,frozen meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Sydney Meal Prep,/reviews/sydney-meal-prep/,/go/sydney-meal-prep/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Fitness Fridge,/reviews/the-fitness-fridge/,/go/the-fitness-fridge/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Good Chef Ireland,/reviews/the-good-chef-ireland/,/go/the-good-chef-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Good Food Co,/reviews/the-good-food-co/,/go/the-good-food-co/,Ireland,prepared meals,,direct partnership outreach,5,tracked,Verify official URL and consumer delivery fit
The Good Food Co Ireland,/reviews/the-good-food-co-ireland/,/go/the-good-food-co-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Good Kitchen Canada,/reviews/the-good-kitchen-canada/,/go/the-good-kitchen-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Meal Prep Co,/reviews/the-meal-prep-co/,/go/the-meal-prep-co/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Meal Prep Co Canada,/reviews/the-meal-prep-co-canada/,/go/the-meal-prep-co-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Meal Prep Company Ireland,/reviews/the-meal-prep-company-ireland/,/go/the-meal-prep-company-ireland/,Ireland,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Meal Prep Market,/reviews/the-meal-prep-market/,/go/the-meal-prep-market/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The Meal Prep Shop Australia,/reviews/the-meal-prep-shop-australia/,/go/the-meal-prep-shop-australia/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
The St Food Co,/reviews/the-st-food-co/,/go/the-st-food-co/,Australia,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Toronto Meal Prep Shop,/reviews/toronto-meal-prep-shop/,/go/toronto-meal-prep-shop/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
truLOCAL,/reviews/trulocal/,/go/trulocal/,Canada,protein box,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Tucker Fresh,/reviews/tucker-fresh/,/go/tucker-fresh/,Australia,prepared meals,https://tuckerfresh.com.au/,direct partnership outreach,5,tracked,Verify direct meal delivery fit
Vancouver Meal Prep,/reviews/vancouver-meal-prep/,/go/vancouver-meal-prep/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Vegan Kind Meal Boxes,/reviews/vegan-kind-meal-boxes/,/go/vegan-kind-meal-boxes/,UK,plant-based meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Vegan Meal Prep Canada,/reviews/vegan-meal-prep-canada/,/go/vegan-meal-prep-canada/,Canada,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Vegan Meal Prep Ireland,/reviews/vegan-meal-prep-ireland/,/go/vegan-meal-prep-ireland/,Ireland,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Vegan Meals Australia,/reviews/vegan-meals-australia/,/go/vegan-meals-australia/,Australia,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Vegin' Out,/reviews/vegin-out/,/go/vegin-out/,US,plant-based prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Weight Watchers Meals Australia,/reviews/weight-watchers-meals-australia/,/go/weight-watchers-meals-australia/,Australia,diet meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Yorkshire Prep Kitchen,/reviews/yorkshire-prep-kitchen/,/go/yorkshire-prep-kitchen/,UK,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
You Plate It,/reviews/you-plate-it/,/go/you-plate-it/,Australia,meal kit,,direct partnership outreach,5,candidate_watchlist,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Yumba Canada,/reviews/yumba-canada/,/go/yumba-canada/,Canada,prepared meals,,direct partnership outreach,5,candidate_unverified,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ambronite,/reviews/ambronite/,/go/ambronite/,Global,complete nutrition meal replacement,https://ambronite.com/products/complete-meal-shake-new.html,verify before monetization,-5,closed_or_inactive,Account for alternatives search demand only; do not recommend as active
Frichti,/reviews/frichti/,/go/frichti/,France,prepared meals,https://www.frichti.co/,verify before monetization,-5,closed_or_inactive,Use only for alternatives pages until active consumer route is proven
Kune Food,/reviews/kune-food/,/go/kune-food/,Kenya,prepared meals,https://kunefood.com/,verify before monetization,-5,closed_or_inactive,Do not recommend; create alternatives angle if Kenya pages expand
MissFresh,/reviews/missfresh/,/go/missfresh/,Canada,meal kit,https://www.missfresh.com/,verify before monetization,-5,closed_or_inactive,Use for alternatives intent only until active ordering is proven
Potage,/reviews/potage/,/go/potage/,UK,prepared meals,https://fieldgoods.co.uk/pages/potage,verify before monetization,-5,closed_or_inactive,"Route users toward FieldGoods, COOK, Field Doctor, and Planty alternatives"
Quomi,/reviews/quomi/,/go/quomi/,Italy,meal kit,https://www.quomi.it/,verify before monetization,-5,closed_or_inactive,Use for alternatives pages only unless active ordering returns
RealEats,/reviews/realeats/,/go/realeats/,US,prepared meals,https://www.realeats.com/,verify before monetization,-5,closed_or_inactive,Create alternatives angle only until active operations are proven
Simply You Box,/reviews/simply-you-box/,/go/simply-you-box/,belgium,retail meal kit,https://www.carrefour.com/en/news/carrefour-simply-you-box-has-arrived,verify before monetization,-5,needs_active_check,Account for search demand but do not recommend until active status is confirmed
Veestro,/reviews/veestro/,/go/veestro/,US,plant-based prepared meals,https://www.veestro.com/,verify before monetization,-5,closed_or_inactive,Do not recommend until active operations are proven
Fresh Fitness Food,/reviews/fresh-fitness-food/,/go/fresh-fitness-food/,UK,prepared meals,https://www.freshfitnessfood.com/,verify before monetization,-10,rebranded_to_calo,Use for alternatives and migration context; route active users to Calo UK
Fresh N Lean,/reviews/fresh-n-lean/,/go/fresh-n-lean/,US,prepared meals,https://www.freshnlean.com/,verify before monetization,-10,ceased_operations,"Create alternatives angle, do not recommend as active"
Adams Matkasse,/reviews/adams-matkasse/,/go/adams-matkasse/,norway,meal kit,https://www.adamsmatkasse.no/,verify before monetization,-25,rebranded_to_godtlevert,Keep accounted for and route users to Godtlevert rather than treating as active
