"brand","slug","go_route","go_route_exists","review_route","review_route_exists","source_rows","countries","categories","affiliate_program_target","tracking_url_status","cash_route_status","next_money_action","source_next_action"
"Vegan Meal Prep Ireland","vegan-meal-prep-ireland","/go/vegan-meal-prep-ireland/","yes","/reviews/vegan-meal-prep-ireland/","yes","1","Ireland","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Vegan Meals Australia","vegan-meals-australia","/go/vegan-meals-australia/","yes","/reviews/vegan-meals-australia/","yes","1","Australia","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Vegin' Out","vegin-out","/go/vegin-out/","yes","/reviews/vegin-out/","yes","1","US","plant-based prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Vers aan Tafel","vers-aan-tafel","/go/vers-aan-tafel/","yes","/reviews/vers-aan-tafel/","yes","1","netherlands","senior prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Netherlands senior and fresh meal pages"
"Viandas Cook","viandas-cook","/go/viandas-cook/","yes","/reviews/viandas-cook/","yes","1","Argentina","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Argentina prepared meal regional pages"
"Vit Fit Serbia","vit-fit-serbia","/go/vit-fit-serbia/","yes","/reviews/vit-fit-serbia/","yes","1","Serbia","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Serbia healthy meal delivery alternatives"
"Vital Pursuit","vital-pursuit","/go/vital-pursuit/","yes","/reviews/vital-pursuit/","yes","1","US","high protein frozen meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to high-protein frozen meal pages with health-claims caveat"
"Vood","vood","/go/vood/","yes","/reviews/vood/","yes","1","Netherlands","plant-based frozen meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"Waitrose Ready Meals","waitrose-ready-meals","/go/waitrose-ready-meals/","yes","/reviews/waitrose-ready-meals/","yes","1","UK","grocery ready meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with retailer availability caveat"
"Watami no Takushoku","watami-no-takushoku","/go/watami-no-takushoku/","yes","/reviews/watami-no-takushoku/","yes","1","Japan","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Japan senior prepared meal and bento pages"
"We Are Food","we-are-food","/go/we-are-food/","yes","/reviews/we-are-food/","yes","1","south-africa","frozen meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as frozen prepared-meal option"
"WeCook","wecook","/go/wecook/","yes","/reviews/wecook/","yes","1","Canada","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use as Canada prepared-meal anchor"
"Weekly Food","weekly-food","/go/weekly-food/","yes","/reviews/weekly-food/","yes","1","switzerland","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Lead prepared-meals comparison and direct partnership outreach"
"Weight Watchers Meals Australia","weight-watchers-meals-australia","/go/weight-watchers-meals-australia/","yes","/reviews/weight-watchers-meals-australia/","yes","1","Australia","diet meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Westerly","westerly","/go/westerly/","yes","/reviews/westerly/","yes","1","US","premium prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to gluten-free and premium regional prepared-meal alternatives"
"Wetaca","wetaca","/go/wetaca/","yes","/reviews/wetaca/","yes","1","spain","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Manual content check, then create Wetaca review and Spain comparison placement"
"Wild Pastures","wild-pastures","/go/wild-pastures/","yes","/reviews/wild-pastures/","yes","1","US","protein box","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to protein-box adjacent pages"
"Wildgrain","wildgrain","/go/wildgrain/","yes","/reviews/wildgrain/","yes","1","US","frozen bakery and dinner pantry","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to frozen pantry and dinner helper pages"
"Wiltshire Farm Foods","wiltshire-farm-foods","/go/wiltshire-farm-foods/","yes","/reviews/wiltshire-farm-foods/","yes","1","UK","frozen meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK frozen, seniors, and special-diet comparisons"
"Wingeat","wingeat","/go/wingeat/","yes","/reviews/wingeat/","yes","1","South Korea","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Korea prepared meal challenger pages"
"WoodSpoon","woodspoon","/go/woodspoon/","yes","/reviews/woodspoon/","yes","1","US","local chef prepared meals","direct partnership after route check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with app-route caveat"
"WOOP","woop","/go/woop/","yes","/reviews/woop/","yes","2","New Zealand|new-zealand","meal kit|premium meal kit","direct partnership|needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to New Zealand premium meal-kit comparisons | Research direct partnership and affiliate options."
"Workout Meals","workout-meals","/go/workout-meals/","yes","/reviews/workout-meals/","yes","1","Australia","fitness prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU high-protein challenger comparisons"
"Wygodna Dieta","wygodna-dieta","/go/wygodna-dieta/","yes","/reviews/wygodna-dieta/","yes","1","Poland","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Poland diet meal challenger pages"
"wyldr","wyldr","/go/wyldr/","yes","/reviews/wyldr/","yes","1","Germany","organic meal kit","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research partner path and localise German category pages."
"YellowFit Kitchen","yellowfit-kitchen","/go/yellowfit-kitchen/","yes","/reviews/yellowfit-kitchen/","yes","1","Indonesia","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Indonesia diet prepared meal anchor"
"Yes Krabicky","yes-krabicky","/go/yes-krabicky/","yes","/reviews/yes-krabicky/","yes","1","Czech Republic","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Czech boxed diet and premium prepared meal pages"
