country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
United States,us,shelf-stable meals,Proper Good,Tasty Bite,Tasty Bite,/vs/proper-good-vs-tasty-bite-us-shelf-stable-meals/,generated
Kuwait,kuwait,high-protein meal prep,Protein Fitness Meals,Protein Kuwait,Protein Kuwait,/vs/protein-fitness-meals-vs-protein-kuwait-kuwait-high-protein-meal-prep/,generated
Ireland,ireland,prepared meal delivery,Protein Prep Ireland,Ready Chef Ireland,Ready Chef Ireland,/vs/protein-prep-ireland-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Activate Foods,Providoor,/vs/providoor-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Aussie Meal Prep,Providoor,/vs/providoor-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Bondi Meal Prep,Providoor,/vs/providoor-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Eat Fit Food,Providoor,/vs/providoor-vs-eat-fit-food-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,FoodSt,Providoor,/vs/providoor-vs-foodst-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Gourmet Meals,Providoor,/vs/providoor-vs-gourmet-meals-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Providoor,Lite n Easy,Providoor,/vs/providoor-vs-lite-n-easy-australia-prepared-meal-delivery/,generated
United States,us,meal kits,Purple Carrot,Miltown Eats,Purple Carrot,/vs/purple-carrot-vs-miltown-eats-us-meal-kits/,generated
United States,us,meal kits,Purple Carrot,Plated,Purple Carrot,/vs/purple-carrot-vs-plated-us-meal-kits/,generated
United States,us,meal kits,Purple Carrot,The Cumin Club,Purple Carrot,/vs/purple-carrot-vs-the-cumin-club-us-meal-kits/,generated
Europe,europe,complete nutrition meal replacement,Queal,Runtime,Queal,/vs/queal-vs-runtime-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Queal,Saturo,Queal,/vs/queal-vs-saturo-europe-complete-nutrition-meal-replacement/,generated
Australia,australia,meal kits,QuiteLike,Dinner Sorted,QuiteLike,/vs/quitelike-vs-dinner-sorted-australia-meal-kits/,generated
Australia,australia,meal kits,QuiteLike,You Plate It,QuiteLike,/vs/quitelike-vs-you-plate-it-australia-meal-kits/,generated
France,france,meal kits,Quitoque,Foodette,Quitoque,/vs/quitoque-vs-foodette-france-meal-kits/,generated
France,france,meal kits,Quitoque,Les Commis,Quitoque,/vs/quitoque-vs-les-commis-france-meal-kits/,generated
France,france,meal kits,Quitoque,Rutabago,Quitoque,/vs/quitoque-vs-rutabago-france-meal-kits/,generated
Italy,italy,meal kits,Quomi,SecondChef,Quomi,/vs/quomi-vs-secondchef-italy-meal-kits/,generated
Turkey,turkey,diet meal delivery,Rafinera,FitChef Turkey,Rafinera,/vs/rafinera-vs-fitchef-turkey-turkey-diet-meal-delivery/,generated
United States,us,high-protein meal prep,Real Good Foods,CookinGenie,Real Good Foods,/vs/real-good-foods-vs-cookingenie-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Eat Macro Meals,Real Good Foods,/vs/real-good-foods-vs-eat-macro-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,EatFitz,Real Good Foods,/vs/real-good-foods-vs-eatfitz-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Fit Food Prep,Real Good Foods,/vs/real-good-foods-vs-fit-food-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Fit Fresh 417,Real Good Foods,/vs/real-good-foods-vs-fit-fresh-417-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Fit Kitchen Meal Prep,Real Good Foods,/vs/real-good-foods-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Fit Meals 4U,Real Good Foods,/vs/real-good-foods-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Foodie Fit,Real Good Foods,/vs/real-good-foods-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Fuel Meals,Real Good Foods,/vs/real-good-foods-vs-fuel-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Healthy And Fresh Meal Prep,Real Good Foods,/vs/real-good-foods-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Hummus Fit,Real Good Foods,/vs/real-good-foods-vs-hummus-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,ICON Meals,Real Good Foods,/vs/real-good-foods-vs-icon-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Instant Muscle Meals,Real Good Foods,/vs/real-good-foods-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,MealPro,Real Good Foods,/vs/real-good-foods-vs-mealpro-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,MegaFit Meals,Real Good Foods,/vs/real-good-foods-vs-megafit-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Nutrition Solutions,Real Good Foods,/vs/real-good-foods-vs-nutrition-solutions-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Project LeanNation,Real Good Foods,/vs/real-good-foods-vs-project-leannation-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Real Good Foods,Vital Pursuit,Real Good Foods,/vs/real-good-foods-vs-vital-pursuit-us-high-protein-meal-prep/,generated
Denmark,denmark,meal kits,RetNemt,Skagenfood,RetNemt,/vs/retnemt-vs-skagenfood-denmark-meal-kits/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,Essential Meal Delivery,Revive Superfoods Canada,/vs/revive-superfoods-canada-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,Inspired Go Alberta,Revive Superfoods Canada,/vs/revive-superfoods-canada-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,Meal Prep Ottawa,Revive Superfoods Canada,/vs/revive-superfoods-canada-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,MealPro Canada,Revive Superfoods Canada,/vs/revive-superfoods-canada-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,My Chef Meal Prep,Revive Superfoods Canada,/vs/revive-superfoods-canada-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Revive Superfoods Canada,Yumba,Yumba,/vs/revive-superfoods-canada-vs-yumba-canada-prepared-meal-delivery/,generated
Saudi Arabia,saudi-arabia,diet meal delivery,Right Bite Saudi Arabia,Low Calorie Saudi,Right Bite Saudi Arabia,/vs/right-bite-saudi-arabia-vs-low-calorie-saudi-saudi-arabia-diet-meal-delivery/,generated
UAE,uae,prepared meal delivery,Right Bite,Delicut,Right Bite,/vs/right-bite-vs-delicut-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Right Bite,Meals on Me,Right Bite,/vs/right-bite-vs-meals-on-me-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Right Bite,Nutrition Kitchen UAE,Right Bite,/vs/right-bite-vs-nutrition-kitchen-uae-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Right Bite,TheMeal UAE,Right Bite,/vs/right-bite-vs-themeal-uae-uae-prepared-meal-delivery/,generated
United Kingdom,uk,grocery dinner delivery,Riverford,SimplyCook,Riverford,/vs/riverford-vs-simplycook-uk-grocery-dinner-delivery/,generated
United Kingdom,uk,grocery dinner delivery,Riverford,Waitrose Ready Meals,Riverford,/vs/riverford-vs-waitrose-ready-meals-uk-grocery-dinner-delivery/,generated
Europe,europe,complete nutrition meal replacement,Runtime,Saturo,Saturo,/vs/runtime-vs-saturo-europe-complete-nutrition-meal-replacement/,generated
France,france,prepared meal delivery,Rutiz,Frichti,Rutiz,/vs/rutiz-vs-frichti-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Rutiz,My Cuistot Paris,Rutiz,/vs/rutiz-vs-my-cuistot-paris-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Rutiz,Popchef,Rutiz,/vs/rutiz-vs-popchef-france-prepared-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Afia,Saffron Road,/vs/saffron-road-vs-afia-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Balanced Bites,Saffron Road,/vs/saffron-road-vs-balanced-bites-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Beehive Meals,Saffron Road,/vs/saffron-road-vs-beehive-meals-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Birds Eye Voila,Saffron Road,/vs/saffron-road-vs-birds-eye-voila-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Caulipower,Saffron Road,/vs/saffron-road-vs-caulipower-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,EatFlavorly,Saffron Road,/vs/saffron-road-vs-eatflavorly-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Evol,Saffron Road,/vs/saffron-road-vs-evol-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Gardein,Saffron Road,/vs/saffron-road-vs-gardein-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Good Food Made Simple,Saffron Road,/vs/saffron-road-vs-good-food-made-simple-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Ipsa Provisions,Saffron Road,/vs/saffron-road-vs-ipsa-provisions-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,P.F. Chang's Home Menu,Saffron Road,/vs/saffron-road-vs-p-f-chang-s-home-menu-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Stouffer's,Stouffer's,/vs/saffron-road-vs-stouffer-s-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Sweet Earth,Saffron Road,/vs/saffron-road-vs-sweet-earth-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Top Chef Meals,Saffron Road,/vs/saffron-road-vs-top-chef-meals-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Saffron Road,Wildgrain,Saffron Road,/vs/saffron-road-vs-wildgrain-us-frozen-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Catered Fit,Sakara,/vs/sakara-vs-catered-fit-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Eat Clean Bro,Sakara,/vs/sakara-vs-eat-clean-bro-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Farm to Fit,Sakara,/vs/sakara-vs-farm-to-fit-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,fit-flavors,Sakara,/vs/sakara-vs-fit-flavors-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Fitlife Foods,Sakara,/vs/sakara-vs-fitlife-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Forkful,Sakara,/vs/sakara-vs-forkful-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Fresh N Fit Cuisine,Sakara,/vs/sakara-vs-fresh-n-fit-cuisine-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Front Porch Pantry,Sakara,/vs/sakara-vs-front-porch-pantry-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Healthy Meals Direct,Sakara,/vs/sakara-vs-healthy-meals-direct-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Locale,Sakara,/vs/sakara-vs-locale-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Shef,Shef,/vs/sakara-vs-shef-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Tempo by Home Chef,Sakara,/vs/sakara-vs-tempo-by-home-chef-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Territory Foods,Sakara,/vs/sakara-vs-territory-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Sakara,Thistle,Sakara,/vs/sakara-vs-thistle-us-prepared-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Clean Eats Meal Prep,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-clean-eats-meal-prep-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Fit & Fresh Meals,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-fit-and-fresh-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Fresh Fit Meals,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Healthy Course Meals,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Healthy For Life Meals,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Healthy Meals Kitchen,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Healthy Xpress,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Hers Meal Replacement,Seattle Sutton's Healthy Eating,/vs/seattle-sutton-s-healthy-eating-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Seattle Sutton's Healthy Eating,Urban AIP,Urban AIP,/vs/seattle-sutton-s-healthy-eating-vs-urban-aip-us-diet-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,FoodChéri,Seazon,/vs/seazon-vs-foodcheri-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,Frichti,Seazon,/vs/seazon-vs-frichti-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,Kitchen Daily,Seazon,/vs/seazon-vs-kitchen-daily-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,My Cuistot Paris,Seazon,/vs/seazon-vs-my-cuistot-paris-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,Popchef,Seazon,/vs/seazon-vs-popchef-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Seazon,Rutiz,Seazon,/vs/seazon-vs-rutiz-france-prepared-meal-delivery/,generated
United States,us,kids meal delivery,Serenity Kids,Raised Real,Serenity Kids,/vs/serenity-kids-vs-raised-real-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Serenity Kids,Yumble,Serenity Kids,/vs/serenity-kids-vs-yumble-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Serenity Kids,Yumi,Serenity Kids,/vs/serenity-kids-vs-yumi-us-kids-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Catered Fit,Shef,/vs/shef-vs-catered-fit-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Eat Clean Bro,Shef,/vs/shef-vs-eat-clean-bro-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Farm to Fit,Shef,/vs/shef-vs-farm-to-fit-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,fit-flavors,Shef,/vs/shef-vs-fit-flavors-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Fitlife Foods,Shef,/vs/shef-vs-fitlife-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Forkful,Shef,/vs/shef-vs-forkful-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Fresh N Fit Cuisine,Shef,/vs/shef-vs-fresh-n-fit-cuisine-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Front Porch Pantry,Shef,/vs/shef-vs-front-porch-pantry-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Healthy Meals Direct,Shef,/vs/shef-vs-healthy-meals-direct-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Locale,Shef,/vs/shef-vs-locale-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Tempo by Home Chef,Shef,/vs/shef-vs-tempo-by-home-chef-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Territory Foods,Shef,/vs/shef-vs-territory-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Shef,Thistle,Shef,/vs/shef-vs-thistle-us-prepared-meal-delivery/,generated
United States,us,grocery dinner delivery,Siete Foods,Imperfect Foods,Siete Foods,/vs/siete-foods-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,All About The Cooks,Simmer Eats,/vs/simmer-eats-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,Cook My Grub,Simmer Eats,/vs/simmer-eats-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,Ginger & Lime,Simmer Eats,/vs/simmer-eats-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,Lions Prep,Simmer Eats,/vs/simmer-eats-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,Potage,Simmer Eats,/vs/simmer-eats-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Simmer Eats,Tweakd,Simmer Eats,/vs/simmer-eats-vs-tweakd-uk-prepared-meal-delivery/,generated
United Kingdom,uk,grocery dinner delivery,SimplyCook,Waitrose Ready Meals,SimplyCook,/vs/simplycook-vs-waitrose-ready-meals-uk-grocery-dinner-delivery/,generated
Estonia,estonia,diet meal delivery,SmartFOOD Estonia,MealPrep Baltic Estonia,SmartFOOD Estonia,/vs/smartfood-estonia-vs-mealprep-baltic-estonia-estonia-diet-meal-delivery/,generated
Belgium,belgium,meal kits,Smartmat,Simply You Box,Smartmat,/vs/smartmat-vs-simply-you-box-belgium-meal-kits/,generated
